"","male","union_both","party_close"
"42893",1,1,0
"42894",0,1,0.5
"42895",1,1,0
"42896",0,0,NA
"42897",1,0,NA
"42898",0,0,0.5
"42899",0,0,0.5
"42900",0,0,1
"42901",0,0,NA
"42902",0,0,0.5
"42903",1,1,0
"42904",1,0,0.5
"42905",0,1,NA
"42906",0,0,0
"42907",0,1,0.5
"42908",0,1,0
"42909",0,0,NA
"42910",1,0,0.5
"42911",0,0,NA
"42912",0,0,0.5
"42913",0,1,0.5
"42914",1,0,0.5
"42915",1,1,0.5
"42916",1,1,0.5
"42917",0,0,0.5
"42918",0,1,0
"42919",1,0,0.5
"42920",0,0,0.5
"42921",0,1,0.5
"42922",0,1,0.5
"42923",1,1,0
"42924",1,0,0.5
"42925",0,0,0.5
"42926",0,0,0
"42927",0,0,0.5
"42928",1,0,0
"42929",1,0,NA
"42930",0,1,NA
"42931",1,0,0.5
"42932",1,0,NA
"42933",0,0,NA
"42934",0,1,0.5
"42935",0,0,0.5
"42936",1,1,NA
"42937",1,1,0.5
"42938",0,0,NA
"42939",1,0,0.5
"42940",0,1,0.5
"42941",1,1,0.5
"42942",1,1,0.5
"42943",0,0,0.5
"42944",0,1,0.5
"42945",1,1,NA
"42946",0,0,0
"42947",0,0,1
"42948",0,0,NA
"42949",0,1,1
"42950",0,0,NA
"42951",0,0,0.5
"42952",1,0,0
"42953",0,1,0.5
"42954",0,0,0.5
"42955",1,0,0.5
"42956",0,0,0.5
"42957",0,1,0
"42958",0,0,1
"42959",0,0,NA
"42960",0,1,0.5
"42961",0,1,0
"42962",0,0,0
"42963",1,0,0.5
"42964",0,0,0.5
"42965",0,0,0.5
"42966",1,0,0
"42967",1,0,0
"42968",0,0,NA
"42969",0,0,0.5
"42970",0,0,0.5
"42971",0,0,0.5
"42972",1,0,0.5
"42973",0,NA,0.5
"42974",1,1,1
"42975",1,0,NA
"42976",1,0,0.5
"42977",1,1,0
"42978",0,0,1
"42979",1,0,0.5
"42980",0,1,0.5
"42981",0,1,0.5
"42982",0,0,0
"42983",1,0,NA
"42984",1,1,0
"42985",1,0,1
"42986",0,0,1
"42987",0,0,0
"42988",1,0,0.5
"42989",0,0,NA
"42990",0,0,0.5
"42991",1,0,NA
"42992",1,0,NA
"42993",1,0,0.5
"42994",0,0,1
"42995",1,0,0.5
"42996",0,1,0.5
"42997",1,0,NA
"42998",0,0,NA
"42999",1,0,1
"43000",0,1,NA
"43001",1,1,0.5
"43002",0,0,NA
"43003",0,0,1
"43004",1,0,0
"43005",0,1,1
"43006",0,1,0.5
"43007",0,1,NA
"43008",0,1,NA
"43009",0,1,NA
"43010",1,0,0.5
"43011",0,0,0.5
"43012",0,1,NA
"43013",1,1,1
"43014",1,0,NA
"43015",0,1,1
"43016",1,0,0.5
"43017",1,0,NA
"43018",1,0,1
"43019",0,1,0.5
"43020",0,0,0.5
"43021",1,1,NA
"43022",0,0,1
"43023",1,0,1
"43024",1,0,1
"43025",0,0,NA
"43026",0,1,NA
"43027",1,0,0
"43028",0,0,0
"43029",0,0,0.5
"43030",1,0,1
"43031",0,1,NA
"43032",1,0,NA
"43033",1,0,1
"43034",0,1,0.5
"43035",0,0,1
"43036",0,0,0.5
"43037",1,1,1
"43038",1,0,1
"43039",0,0,0.5
"43040",1,0,NA
"43041",1,1,0.5
"43042",0,0,0.5
"43043",0,1,NA
"43044",1,1,1
"43045",0,1,NA
"43046",1,0,NA
"43047",1,0,NA
"43048",0,0,1
"43049",1,1,0.5
"43050",0,0,1
"43051",0,0,1
"43052",0,0,NA
"43053",0,0,0.5
"43054",0,0,0.5
"43055",1,1,NA
"43056",1,0,0.5
"43057",0,0,0.5
"43058",0,1,0.5
"43059",0,1,1
"43060",0,0,1
"43061",1,0,NA
"43062",0,0,0.5
"43063",1,0,1
"43064",0,0,1
"43065",0,1,0.5
"43066",0,1,0.5
"43067",0,0,0.5
"43068",0,1,0.5
"43069",0,0,0.5
"43070",1,1,0.5
"43071",0,0,NA
"43072",1,0,NA
"43073",1,1,0.5
"43074",0,0,0.5
"43075",1,1,0.5
"43076",0,0,1
"43077",0,0,0.5
"43078",0,0,0.5
"43079",0,0,NA
"43080",1,0,0.5
"43081",1,0,0
"43082",0,0,NA
"43083",1,0,NA
"43084",1,0,0.5
"43085",0,1,1
"43086",0,0,0.5
"43087",0,0,0.5
"43088",0,1,NA
"43089",1,0,0.5
"43090",0,1,0.5
"43091",1,0,NA
"43092",0,0,0.5
"43093",0,0,1
"43094",1,0,0
"43095",1,0,0.5
"43096",0,0,0.5
"43097",1,1,0.5
"43098",0,0,1
"43099",1,1,1
"43100",0,1,0.5
"43101",0,0,0.5
"43102",0,0,1
"43103",1,0,0.5
"43104",0,0,NA
"43105",1,0,1
"43106",1,1,0
"43107",0,1,0.5
"43108",1,1,0.5
"43109",0,0,NA
"43110",1,0,0.5
"43111",1,0,0
"43112",0,1,1
"43113",1,0,1
"43114",1,0,0
"43115",1,0,0.5
"43116",0,0,0
"43117",1,0,0.5
"43118",1,0,0.5
"43119",0,0,0.5
"43120",1,1,1
"43121",0,1,NA
"43122",0,0,0.5
"43123",1,1,0.5
"43124",1,0,NA
"43125",1,1,0
"43126",0,0,0.5
"43127",1,0,1
"43128",0,0,0
"43129",0,1,0
"43130",0,0,NA
"43131",1,1,0.5
"43132",0,0,0.5
"43133",0,0,0.5
"43134",0,0,0
"43135",1,0,0.5
"43136",1,0,1
"43137",1,0,0
"43138",1,0,0.5
"43139",1,0,0.5
"43140",1,0,1
"43141",0,0,0.5
"43142",0,1,0.5
"43143",0,0,1
"43144",0,0,1
"43145",1,0,0
"43146",1,1,1
"43147",1,0,1
"43148",1,0,0.5
"43149",0,0,NA
"43150",1,1,0.5
"43151",0,0,0.5
"43152",0,0,0.5
"43153",0,0,1
"43154",0,0,0.5
"43155",0,1,0.5
"43156",0,1,NA
"43157",1,0,NA
"43158",0,0,0.5
"43159",1,0,0.5
"43160",0,0,1
"43161",0,0,0
"43162",0,0,0.5
"43163",0,0,0.5
"43164",0,0,1
"43165",0,0,0.5
"43166",1,1,NA
"43167",1,1,0.5
"43168",1,0,NA
"43169",0,0,0
"43170",0,1,NA
"43171",0,1,0.5
"43172",0,0,1
"43173",0,0,NA
"43174",1,1,0.5
"43175",1,0,0.5
"43176",1,0,0.5
"43177",1,0,0.5
"43178",1,0,NA
"43179",0,1,0.5
"43180",0,0,0.5
"43181",1,1,0.5
"43182",0,0,NA
"43183",0,0,0.5
"43184",0,0,NA
"43185",1,0,1
"43186",1,0,0.5
"43187",0,1,0.5
"43188",0,0,1
"43189",0,0,1
"43190",0,0,1
"43191",1,0,0.5
"43192",1,0,0.5
"43193",0,0,0.5
"43194",1,0,0.5
"43195",0,0,0
"43196",0,0,NA
"43197",0,1,NA
"43198",0,0,0.5
"43199",0,0,0.5
"43200",1,0,1
"43201",1,0,1
"43202",0,0,0.5
"43203",0,0,0.5
"43204",1,0,0
"43205",0,0,0.5
"43206",0,1,1
"43207",0,0,NA
"43208",1,0,1
"43209",0,0,1
"43210",0,0,0.5
"43211",1,1,NA
"43212",1,0,NA
"43213",1,0,1
"43214",1,0,0.5
"43215",0,0,NA
"43216",0,1,0
"43217",1,0,0.5
"43218",1,1,NA
"43219",0,0,NA
"43220",1,0,1
"43221",1,0,NA
"43222",0,1,0.5
"43223",0,0,0.5
"43224",0,1,0.5
"43225",1,0,0
"43226",0,0,0.5
"43227",0,1,0.5
"43228",1,0,1
"43229",0,0,0.5
"43230",0,0,0
"43231",1,0,NA
"43232",1,0,0.5
"43233",1,1,0.5
"43234",0,1,NA
"43235",1,0,1
"43236",0,1,NA
"43237",1,0,NA
"43238",0,0,1
"43239",0,1,0.5
"43240",0,0,0.5
"43241",0,0,1
"43242",0,0,0.5
"43243",0,0,NA
"43244",1,0,1
"43245",0,0,0.5
"43246",1,0,0.5
"43247",0,0,0
"43248",1,0,0.5
"43249",1,0,1
"43250",1,1,NA
"43251",0,0,0
"43252",1,1,0.5
"43253",0,1,0.5
"43254",1,0,0.5
"43255",0,1,1
"43256",0,1,1
"43257",0,1,NA
"43258",1,0,NA
"43259",1,0,0.5
"43260",0,0,0.5
"43261",1,0,1
"43262",1,0,0
"43263",1,1,1
"43264",0,1,NA
"43265",0,0,NA
"43266",0,0,1
"43267",0,1,NA
"43268",1,0,0.5
"43269",0,0,0
"43270",0,0,1
"43271",0,0,0.5
"43272",1,1,0.5
"43273",1,0,0.5
"43274",0,0,1
"43275",0,0,1
"43276",0,0,0.5
"43277",0,1,0.5
"43278",0,1,1
"43279",0,1,NA
"43280",1,0,NA
"43281",1,0,0.5
"43282",1,0,1
"43283",0,0,1
"43284",0,0,1
"43285",1,0,0
"43286",1,0,0.5
"43287",1,0,0.5
"43288",0,0,1
"43289",0,1,0.5
"43290",1,0,1
"43291",1,1,0.5
"43292",1,0,1
"43293",1,0,0
"43294",0,0,1
"43295",1,1,0.5
"43296",1,1,NA
"43297",0,0,1
"43298",1,0,0.5
"43299",0,0,1
"43300",0,1,1
"43301",1,0,1
"43302",1,0,0.5
"43303",1,0,NA
"43304",1,0,1
"43305",0,0,NA
"43306",0,0,NA
"43307",1,0,1
"43308",1,0,0.5
"43309",1,1,0.5
"43310",1,0,NA
"43311",1,0,0.5
"43312",1,0,0
"43313",1,0,0.5
"43314",0,0,NA
"43315",0,0,0.5
"43316",1,0,0
"43317",1,0,1
"43318",0,0,0.5
"43319",0,1,0.5
"43320",0,0,0.5
"43321",0,0,NA
"43322",1,0,0.5
"43323",1,1,0.5
"43324",0,0,0.5
"43325",1,0,0
"43326",0,0,1
"43327",0,0,1
"43328",1,0,NA
"43329",1,1,0.5
"43330",0,0,1
"43331",1,0,1
"43332",0,0,0.5
"43333",0,0,1
"43334",0,0,1
"43335",1,1,1
"43336",1,0,1
"43337",0,0,NA
"43338",1,1,0.5
"43339",1,0,0.5
"43340",1,0,0.5
"43341",0,0,1
"43342",1,0,NA
"43343",0,0,0
"43344",0,0,0.5
"43345",0,0,NA
"43346",1,0,NA
"43347",0,1,0.5
"43348",1,0,0.5
"43349",0,1,0.5
"43350",1,0,0.5
"43351",0,1,NA
"43352",1,0,0.5
"43353",0,0,NA
"43354",1,1,NA
"43355",1,0,0
"43356",1,0,1
"43357",1,0,1
"43358",1,0,0.5
"43359",1,1,1
"43360",0,0,0.5
"43361",0,0,0.5
"43362",1,0,1
"43363",0,0,NA
"43364",0,0,NA
"43365",0,0,1
"43366",0,0,0.5
"43367",0,0,0.5
"43368",0,0,1
"43369",1,0,0.5
"43370",0,1,0.5
"43371",0,0,NA
"43372",0,0,NA
"43373",0,0,0.5
"43374",0,1,1
"43375",1,0,0.5
"43376",0,0,1
"43377",1,0,NA
"43378",0,0,NA
"43379",1,0,0.5
"43380",0,1,1
"43381",0,1,1
"43382",0,0,0.5
"43383",0,0,NA
"43384",0,0,1
"43385",0,1,1
"43386",0,0,0.5
"43387",0,0,0.5
"43388",1,1,1
"43389",0,1,0.5
"43390",0,0,0.5
"43391",0,0,1
"43392",0,0,1
"43393",1,1,0.5
"43394",0,0,NA
"43395",0,0,0.5
"43396",0,0,0.5
"43397",0,0,NA
"43398",0,0,0.5
"43399",1,0,NA
"43400",1,1,0
"43401",0,0,0
"43402",0,0,0.5
"43403",0,0,NA
"43404",0,1,1
"43405",0,0,1
"43406",0,0,NA
"43407",1,0,0.5
"43408",0,1,NA
"43409",1,0,0.5
"43410",1,0,1
"43411",0,1,1
"43412",0,0,0
"43413",1,0,0.5
"43414",0,0,0.5
"43415",1,0,NA
"43416",1,1,0.5
"43417",0,0,1
"43418",0,1,1
"43419",0,0,0.5
"43420",0,1,NA
"43421",0,1,NA
"43422",0,1,0.5
"43423",0,1,NA
"43424",1,0,1
"43425",1,0,NA
"43426",1,0,1
"43427",1,0,0.5
"43428",1,0,0.5
"43429",0,1,0
"43430",0,0,NA
"43431",1,0,0.5
"43432",0,0,0.5
"43433",0,0,0.5
"43434",0,0,0
"43435",0,0,0.5
"43436",1,0,0.5
"43437",0,0,NA
"43438",1,1,1
"43439",1,0,0.5
"43440",1,0,0.5
"43441",1,1,0.5
"43442",0,0,NA
"43443",0,0,1
"43444",0,0,0.5
"43445",0,1,0
"43446",0,0,1
"43447",1,0,NA
"43448",1,0,1
"43449",0,1,0.5
"43450",0,1,NA
"43451",1,0,1
"43452",0,0,0.5
"43453",0,1,NA
"43454",0,0,0.5
"43455",1,0,0
"43456",0,0,0.5
"43457",1,0,NA
"43458",1,0,0.5
"43459",0,0,0.5
"43460",0,0,0.5
"43461",1,0,0
"43462",1,1,0.5
"43463",1,1,0.5
"43464",1,0,1
"43465",1,0,1
"43466",0,0,0
"43467",0,0,0.5
"43468",0,NA,0.5
"43469",1,0,0.5
"43470",1,0,1
"43471",0,0,0.5
"43472",0,0,0.5
"43473",0,1,0.5
"43474",0,0,NA
"43475",0,0,NA
"43476",1,0,0.5
"43477",0,1,1
"43478",1,0,0.5
"43479",1,1,NA
"43480",0,0,0.5
"43481",0,0,0.5
"43482",1,1,0.5
"43483",0,0,1
"43484",1,1,0.5
"43485",0,1,0.5
"43486",1,0,0.5
"43487",1,1,0.5
"43488",1,0,1
"43489",0,0,0.5
"43490",1,0,0.5
"43491",1,0,1
"43492",0,0,NA
"43493",1,0,0.5
"43494",1,0,0.5
"43495",1,1,NA
"43496",0,1,0.5
"43497",1,0,1
"43498",0,1,0.5
"43499",0,0,0.5
"43500",0,0,0.5
"43501",1,0,NA
"43502",0,0,0.5
"43503",1,0,NA
"43504",1,0,1
"43505",1,0,0
"43506",0,0,0
"43507",1,0,1
"43508",1,1,0.5
"43509",0,0,NA
"43510",0,0,0.5
"43511",1,0,NA
"43512",1,0,1
"43513",0,0,0.5
"43514",0,0,1
"43515",1,0,0.5
"43516",1,0,NA
"43517",1,0,NA
"43518",1,1,0.5
"43519",0,0,1
"43520",0,0,NA
"43521",1,1,0.5
"43522",0,0,NA
"43523",1,0,NA
"43524",1,0,1
"43525",0,0,1
"43526",0,0,1
"43527",0,0,NA
"43528",0,0,0.5
"43529",0,0,0.5
"43530",0,0,1
"43531",1,1,0.5
"43532",1,0,0.5
"43533",1,0,0.5
"43534",0,0,1
"43535",0,0,0.5
"43536",1,0,0
"43537",0,1,0.5
"43538",0,1,0
"43539",1,0,0.5
"43540",0,0,0.5
"43541",0,0,1
"43542",0,1,0.5
"43543",1,1,0
"43544",0,0,1
"43545",0,0,0.5
"43546",0,1,0.5
"43547",1,1,0.5
"43548",0,1,NA
"43549",1,0,0
"43550",1,0,0.5
"43551",0,0,0
"43552",0,0,1
"43553",1,1,0.5
"43554",0,1,0
"43555",1,0,1
"43556",1,0,0.5
"43557",0,0,NA
"43558",0,0,0
"43559",1,0,NA
"43560",1,1,0.5
"43561",1,1,0
"43562",0,1,0.5
"43563",1,1,NA
"43564",1,0,0.5
"43565",0,1,1
"43566",1,0,0.5
"43567",0,0,1
"43568",0,0,0.5
"43569",0,0,NA
"43570",1,0,0.5
"43571",1,0,0.5
"43572",0,0,NA
"43573",1,0,0
"43574",1,0,NA
"43575",1,0,0.5
"43576",1,1,0.5
"43577",1,0,NA
"43578",0,NA,1
"43579",0,1,0
"43580",0,0,1
"43581",0,1,NA
"43582",0,1,0.5
"43583",0,0,NA
"43584",1,1,NA
"43585",1,0,1
"43586",0,1,NA
"43587",0,0,0.5
"43588",1,0,1
"43589",1,0,0.5
"43590",0,1,0
"43591",1,1,0.5
"43592",0,1,0
"43593",0,1,0.5
"43594",0,0,0.5
"43595",1,1,0.5
"43596",1,0,1
"43597",0,0,0.5
"43598",1,1,1
"43599",0,0,1
"43600",1,0,NA
"43601",1,0,NA
"43602",0,0,1
"43603",1,0,NA
"43604",0,0,1
"43605",0,1,NA
"43606",1,1,0.5
"43607",1,0,NA
"43608",0,1,0.5
"43609",0,0,1
"43610",1,0,0.5
"43611",0,1,1
"43612",0,0,0.5
"43613",0,0,0.5
"43614",0,0,1
"43615",1,0,NA
"43616",1,0,0.5
"43617",0,1,0.5
"43618",1,1,0.5
"43619",1,0,NA
"43620",0,0,1
"43621",1,1,0.5
"43622",1,1,0
"43623",1,0,0.5
"43624",0,1,0.5
"43625",0,0,NA
"43626",0,0,0.5
"43627",1,0,0.5
"43628",1,1,0.5
"43629",1,1,0.5
"43630",1,1,0.5
"43631",1,1,NA
"43632",0,0,0.5
"43633",0,1,0.5
"43634",0,1,NA
"43635",0,0,0
"43636",0,0,1
"43637",0,0,1
"43638",0,1,0.5
"43639",0,0,NA
"43640",1,0,1
"43641",0,0,0.5
"43642",0,0,NA
"43643",1,0,0.5
"43644",1,1,NA
"43645",0,0,0.5
"43646",0,0,NA
"43647",0,1,0.5
"43648",0,1,NA
"43649",0,0,1
"43650",0,1,NA
"43651",1,0,NA
"43652",0,0,0.5
"43653",0,0,1
"43654",0,0,0.5
"43655",0,0,NA
"43656",1,0,0
"43657",0,1,NA
"43658",0,1,NA
"43659",0,1,1
"43660",0,0,0
"43661",0,0,NA
"43662",0,0,0
"43663",1,0,0.5
"43664",0,0,1
"43665",1,1,NA
"43666",0,0,0.5
"43667",0,0,NA
"43668",0,0,0
"43669",1,0,0.5
"43670",0,0,NA
"43671",0,1,0
"43672",0,0,1
"43673",0,0,NA
"43674",1,0,NA
"43675",0,1,0.5
"43676",0,0,1
"43677",1,0,NA
"43678",1,0,NA
"43679",0,1,NA
"43680",0,1,1
"43681",1,0,NA
"43682",1,0,1
"43683",1,0,NA
"43684",1,1,0
"43685",0,0,0.5
"43686",0,0,1
"43687",1,0,NA
"43688",1,0,0.5
"43689",1,0,0
"43690",1,0,NA
"43691",0,0,0
"43692",1,0,1
"43693",1,1,0.5
"43694",0,0,NA
"43695",0,1,0.5
"43696",1,0,0.5
"43697",1,0,0.5
"43698",1,1,NA
"43699",0,0,1
"43700",1,1,1
"43701",0,1,0
"43702",0,0,0.5
"43703",0,0,NA
"43704",0,1,0.5
"43705",1,1,NA
"43706",0,0,0.5
"43707",1,0,NA
"43708",0,1,NA
"43709",1,1,NA
"43710",0,0,1
"43711",0,0,0.5
"43712",1,0,0.5
"43713",0,0,NA
"43714",1,1,0.5
"43715",1,0,NA
"43716",0,0,1
"43717",0,1,1
"43718",0,0,0.5
"43719",1,1,NA
"43720",0,0,NA
"43721",1,1,NA
"43722",0,0,1
"43723",1,1,NA
"43724",1,1,NA
"43725",1,0,1
"43726",0,0,1
"43727",1,0,NA
"43728",0,1,0.5
"43729",0,0,NA
"43730",0,0,0.5
"43731",0,0,1
"43732",0,0,NA
"43733",0,1,NA
"43734",0,1,0.5
"43735",1,1,NA
"43736",0,0,NA
"43737",0,0,NA
"43738",0,0,NA
"43739",1,0,NA
"43740",1,1,NA
"43741",0,1,1
"43742",1,0,0.5
"43743",1,0,0.5
"43744",0,0,NA
"43745",0,0,NA
"43746",1,NA,NA
"43747",0,0,0.5
"43748",1,0,0.5
"43749",0,0,1
"43750",0,0,NA
"43751",1,0,NA
"43752",0,0,0
"43753",1,0,0.5
"43754",0,1,NA
"43755",0,0,NA
"43756",0,0,0
"43757",0,1,0
"43758",1,1,0
"43759",0,0,0.5
"43760",1,0,0.5
"43761",1,0,1
"43762",0,0,0.5
"43763",1,0,1
"43764",1,0,NA
"43765",0,1,0
"43766",1,0,NA
"43767",1,0,0.5
"43768",0,0,1
"43769",0,1,0.5
"43770",1,0,0.5
"43771",0,0,0
"43772",0,1,NA
"43773",1,0,0.5
"43774",0,0,0
"43775",1,1,NA
"43776",0,1,1
"43777",0,1,NA
"43778",1,0,1
"43779",0,0,NA
"43780",0,1,NA
"43781",0,0,NA
"43782",0,0,NA
"43783",0,1,NA
"43784",0,0,NA
"43785",0,1,0
"43786",0,1,0.5
"43787",0,0,NA
"43788",0,0,0
"43789",1,0,NA
"43790",0,1,0.5
"43791",0,1,NA
"43792",0,0,0.5
"43793",1,1,0.5
"43794",0,1,1
"43795",0,0,0.5
"43796",0,1,0.5
"43797",1,0,0.5
"43798",1,0,0
"43799",1,0,NA
"43800",1,0,0.5
"43801",0,0,0.5
"43802",0,0,1
"43803",1,1,0.5
"43804",0,0,NA
"43805",1,0,NA
"43806",1,0,NA
"43807",0,1,0.5
"43808",1,1,0.5
"43809",1,0,0.5
"43810",0,0,0.5
"43811",1,1,0.5
"43812",1,0,0.5
"43813",1,0,0
"43814",1,0,0.5
"43815",0,1,NA
"43816",1,1,1
"43817",0,1,0.5
"43818",0,0,0.5
"43819",0,0,NA
"43820",0,1,NA
"43821",1,0,NA
"43822",1,1,0.5
"43823",0,0,NA
"43824",0,0,NA
"43825",1,1,NA
"43826",0,0,0.5
"43827",1,0,0.5
"43828",1,0,0
"43829",0,0,0
"43830",0,0,0.5
"43831",1,1,NA
"43832",0,0,NA
"43833",1,1,NA
"43834",0,0,NA
"43835",0,1,NA
"43836",0,0,NA
"43837",0,0,0.5
"43838",0,1,0.5
"43839",1,0,0.5
"43840",0,1,0.5
"43841",0,1,0
"43842",1,1,0.5
"43843",0,0,0.5
"43844",0,1,0
"43845",0,0,1
"43846",1,0,0
"43847",0,0,NA
"43848",1,0,NA
"43849",0,0,0.5
"43850",1,0,0
"43851",0,0,0.5
"43852",0,1,1
"43853",1,1,NA
"43854",0,0,NA
"43855",1,1,0.5
"43856",1,1,0
"43857",0,0,NA
"43858",0,1,0
"43859",1,0,0
"43860",1,0,1
"43861",1,1,0
"43862",1,1,0.5
"43863",1,0,1
"43864",0,0,0
"43865",0,0,0.5
"43866",1,1,0.5
"43867",0,0,NA
"43868",1,1,0
"43869",0,0,0.5
"43870",0,1,0
"43871",0,1,0
"43872",1,0,0.5
"43873",1,1,0.5
"43874",0,1,0.5
"43875",0,1,0.5
"43876",1,0,0
"43877",0,0,0.5
"43878",0,1,0.5
"43879",1,1,NA
"43880",0,0,0
"43881",0,1,NA
"43882",1,0,1
"43883",1,0,0.5
"43884",0,0,0
"43885",0,1,0
"43886",1,0,0.5
"43887",1,1,0.5
"43888",0,0,0.5
"43889",0,0,0
"43890",0,0,0.5
"43891",1,0,NA
"43892",0,1,1
"43893",1,1,0
"43894",1,0,NA
"43895",1,1,NA
"43896",1,1,0.5
"43897",0,0,0.5
"43898",1,0,0.5
"43899",0,1,0.5
"43900",0,0,0.5
"43901",0,0,0
"43902",0,0,0
"43903",1,0,0.5
"43904",0,1,0.5
"43905",0,0,0.5
"43906",0,0,0.5
"43907",0,1,0.5
"43908",0,1,NA
"43909",0,0,NA
"43910",0,0,0.5
"43911",1,1,0.5
"43912",1,0,NA
"43913",0,1,0.5
"43914",1,0,0.5
"43915",1,1,0
"43916",1,1,0
"43917",1,0,NA
"43918",1,0,NA
"43919",0,0,0.5
"43920",1,1,NA
"43921",1,1,0.5
"43922",1,0,1
"43923",0,0,1
"43924",0,0,0
"43925",0,0,NA
"43926",0,0,0.5
"43927",1,1,0
"43928",1,0,0
"43929",0,0,NA
"43930",0,1,1
"43931",1,1,0
"43932",1,1,NA
"43933",0,1,1
"43934",0,0,0
"43935",0,0,NA
"43936",0,NA,NA
"43937",1,0,0
"43938",1,0,1
"43939",0,0,NA
"43940",1,0,0.5
"43941",0,0,0.5
"43942",0,1,0.5
"43943",1,0,NA
"43944",0,0,0.5
"43945",0,0,NA
"43946",1,0,0
"43947",1,1,0.5
"43948",0,1,1
"43949",1,0,1
"43950",0,0,0.5
"43951",0,0,NA
"43952",0,0,1
"43953",0,0,0.5
"43954",1,0,NA
"43955",0,1,0
"43956",0,0,0.5
"43957",1,0,0.5
"43958",1,1,NA
"43959",1,1,0.5
"43960",0,0,0.5
"43961",0,0,0.5
"43962",0,0,0.5
"43963",0,0,0
"43964",1,0,NA
"43965",0,0,0.5
"43966",0,0,0.5
"43967",0,1,0
"43968",0,1,0.5
"43969",0,0,0.5
"43970",0,0,0
"43971",0,0,0
"43972",0,0,0.5
"43973",0,0,0.5
"43974",0,0,1
"43975",0,0,0
"43976",0,0,0.5
"43977",0,1,0.5
"43978",0,0,0.5
"43979",1,0,0.5
"43980",1,0,0.5
"43981",0,1,0.5
"43982",0,0,0.5
"43983",0,0,NA
"43984",1,1,0.5
"43985",0,1,NA
"43986",0,0,0.5
"43987",1,0,0
"43988",0,0,0
"43989",0,0,0
"43990",1,1,NA
"43991",1,0,0
"43992",1,0,0.5
"43993",1,0,0
"43994",1,0,0
"43995",0,0,NA
"43996",0,0,0
"43997",0,0,NA
"43998",1,1,1
"43999",0,0,1
"44000",1,1,NA
"44001",0,0,0.5
"44002",0,1,0.5
"44003",0,0,1
"44004",1,0,0
"44005",0,0,0
"44006",1,1,0.5
"44007",0,1,0
"44008",0,0,0.5
"44009",0,1,NA
"44010",1,0,0
"44011",0,1,0.5
"44012",0,0,0
"44013",1,0,0.5
"44014",1,0,0.5
"44015",1,0,0.5
"44016",0,1,0.5
"44017",1,0,0.5
"44018",1,1,NA
"44019",1,0,0.5
"44020",0,1,0.5
"44021",0,0,0.5
"44022",1,1,1
"44023",0,1,0
"44024",0,1,0.5
"44025",1,0,NA
"44026",1,0,0.5
"44027",0,NA,NA
"44028",1,0,0
"44029",0,0,NA
"44030",1,1,0.5
"44031",0,0,0.5
"44032",1,1,0.5
"44033",1,1,0
"44034",1,0,NA
"44035",0,1,0
"44036",0,0,NA
"44037",0,0,0
"44038",0,1,NA
"44039",1,0,0
"44040",1,0,0
"44041",1,0,0.5
"44042",1,1,0
"44043",0,0,NA
"44044",1,1,0.5
"44045",1,0,0
"44046",0,0,0.5
"44047",1,1,NA
"44048",0,0,NA
"44049",1,1,0.5
"44050",1,0,0.5
"44051",0,1,0.5
"44052",1,1,0.5
"44053",1,1,NA
"44054",0,1,0
"44055",0,1,0.5
"44056",1,0,0
"44057",1,0,0
"44058",0,0,NA
"44059",1,1,0.5
"44060",1,1,NA
"44061",0,0,0.5
"44062",0,0,NA
"44063",0,0,0.5
"44064",0,0,0.5
"44065",1,0,NA
"44066",0,1,NA
"44067",0,0,NA
"44068",1,0,NA
"44069",0,0,NA
"44070",0,0,0
"44071",0,1,NA
"44072",1,0,0.5
"44073",0,0,NA
"44074",0,0,NA
"44075",1,1,NA
"44076",0,0,0.5
"44077",0,0,0
"44078",0,0,1
"44079",1,0,0.5
"44080",1,1,NA
"44081",0,0,0
"44082",0,0,0.5
"44083",1,0,0
"44084",0,0,0
"44085",1,1,0.5
"44086",0,1,0.5
"44087",0,0,NA
"44088",1,1,NA
"44089",1,1,NA
"44090",0,0,1
"44091",1,0,0
"44092",0,0,0.5
"44093",0,1,NA
"44094",1,1,0.5
"44095",1,1,0.5
"44096",1,1,1
"44097",1,1,0.5
"44098",1,0,NA
"44099",0,1,NA
"44100",0,0,0
"44101",1,0,NA
"44102",0,0,0.5
"44103",0,0,0
"44104",0,0,0.5
"44105",0,0,0.5
"44106",0,0,NA
"44107",1,0,0
"44108",0,0,0.5
"44109",0,1,0
"44110",0,1,0.5
"44111",1,1,0.5
"44112",1,0,NA
"44113",1,0,0
"44114",1,0,0.5
"44115",1,0,0
"44116",1,1,0
"44117",1,0,NA
"44118",0,1,0.5
"44119",1,0,NA
"44120",0,0,0.5
"44121",1,1,0.5
"44122",0,1,NA
"44123",0,0,NA
"44124",0,0,0.5
"44125",0,0,NA
"44126",1,1,0
"44127",0,1,0.5
"44128",1,0,NA
"44129",1,0,0.5
"44130",1,0,1
"44131",0,1,0.5
"44132",1,0,NA
"44133",0,0,0.5
"44134",1,0,0
"44135",1,1,0.5
"44136",1,0,0
"44137",1,1,0.5
"44138",1,1,0
"44139",0,0,0
"44140",1,0,NA
"44141",0,0,0.5
"44142",0,1,0.5
"44143",1,1,0.5
"44144",1,0,0
"44145",0,0,0.5
"44146",0,1,0.5
"44147",0,0,0
"44148",0,0,0.5
"44149",0,0,NA
"44150",1,1,0.5
"44151",0,0,0.5
